年度,管制編號,事業名稱,事業統編,直接排放量(公噸CO2e),能源間接排放量(公噸CO2e),合計排放量(公噸CO2e),縣市別,行業分類,地址,緯度,經度
106,F1600491,南亞塑膠工業股份有限公司林口二廠,75370905,"277,076","58,367","335,443",新北市,塑膠及合成橡膠原料製造業,243台灣新北市泰山區南林路102號,25.0447206,121.4069325
106,F1606662,南亞科技股份有限公司三廠,89390656,"61,287","329,538","390,825",新北市,半導體製造業,243台灣新北市泰山區南林路98號,25.0482461,121.4149629
106,F1700736,台灣電力股份有限公司林口發電廠,3795904,"9,728,128","9,892","9,738,020",新北市,電力供應業,244台灣新北市林口區106縣道139-1號,25.1194311,121.2986118
106,F2200084,台灣電力股份有限公司第一核能發電廠,3795904,"37,961","73,150","111,111",新北市,電力供應業,253台灣新北市石門區12號,25.2907134,121.5913744
106,F2800075,台灣電力股份有限公司第二核能發電廠,3795904,"39,458","7,148","46,606",新北市,電力供應業,207台灣新北市萬里區八斗60號,25.2063645,121.659595
106,G3200778,台灣水泥股份有限公司蘇澳廠,11913502,"1,003,308","73,530","1,076,838",宜蘭縣,水泥及其製品製造業,270台灣宜蘭縣蘇澳鎮永昌路46號,24.5882824,121.8527153
106,G3200849,信大水泥股份有限公司南聖湖廠,3279507,"491,722","40,754","532,476",宜蘭縣,水泥及其製品製造業,270台灣宜蘭縣蘇澳鎮中山路二段235號,24.6097827,121.8261511
106,G32A0540,羅東鋼鐵廠股份有限公司煉鋼廠,42010509,"27,851","88,296","116,147",宜蘭縣,鋼鐵製造業,270台灣宜蘭縣蘇澳鎮德興一路57號,24.623783,121.8202667
106,G3700791,台灣化學纖維股份有限公司龍德廠,58650902,"1,370,228","1,042","1,371,270",宜蘭縣,化學原材料製造業,269台灣宜蘭縣冬山鄉龍祥十路2號,24.624946,121.814179
106,G37A0585,潤泰精密材料股份有限公司宜蘭冬山廠,86871981,"605,085","47,060","652,145",宜蘭縣,水泥及其製品製造業,269台灣宜蘭縣冬山鄉大安路357號,24.628994,121.7838112
106,G4100017,幸福水泥股份有限公司東澳廠,40601248,"606,611","43,815","650,426",宜蘭縣,水泥及其製品製造業,272台灣宜蘭縣南澳鄉蘇花路三段101號,24.516755,121.829478
106,H4202215,新隆纖維染整股份有限公司桃園廠,7472834,"33,729","9,509","43,238",桃園市,染整業,330台灣桃園市桃園區春日路1733巷7號,25.027768,121.303838
106,H4202813,東隆興業股份有限公司,18770509,"28,062","19,388","47,450",桃園市,染整業,330台灣桃園市桃園區富國路859號,25.0243421,121.2781791
106,H42A3066,臺群工業股份有限公司,25049986,"21,401","4,775","26,176",桃園市,染整業,330台灣桃園市桃園區富國路950號,25.0259205,121.2782294
106,H4313348,精材科技股份有限公司中壢廠,16741846,"49,662","25,621","75,283",桃園市,其他電子零組件製造業,320台灣桃園市中壢區吉林路23號9樓,24.9795194,121.2450777
106,H43A2855,精材科技股份有限公司中壢二廠,16741846,"48,407","17,208","65,615",桃園市,其他電子零組件製造業,320台灣桃園市中壢區中園路188號,24.9824025,121.2375025
106,H43C0794,精材科技股份有限公司中壢三廠,16741846,"1,896","18,430","20,326",桃園市,其他電子零組件製造業,320台灣桃園市中壢區中園路188號,24.9824025,121.2375025
106,H4500458,力鵬企業股份有限公司楊梅廠,33955322,"74,513","25,814","100,327",桃園市,染整業,326台灣桃園市楊梅區新榮路339號,24.9554337,121.1570856
106,H4500743,中興紡織廠股份有限公司楊梅化纖廠,35082604,"71,486","94,072","165,558",桃園市,塑膠及合成橡膠原料製造業,326台灣桃園市楊梅區中山南路567號,24.9022389,121.131159
106,H4500850,白馬窯業股份有限公司楊梅廠,34258318,"26,221","14,433","40,654",桃園市,耐火、黏土建材及其他陶瓷製品製造業,326台灣桃園市楊梅區電研路5號,24.9494344,121.1650053
106,H4501231,中華映管股份有限公司楊梅廠,11085292,"2,319","94,033","96,352",桃園市,光電材料及元件製造業,326台灣桃園市楊梅區和平路45號,24.9374725,121.1247323
106,H45A1887,永豐餘消費品實業股份有限公司楊梅廠,22327037,"27,903","22,557","50,460",桃園市,其他紙製品製造業,326台灣桃園市楊梅區梅高路二段668巷70號,24.9482628,121.1507052
106,H4600551,大統精密染整股份有限公司染整廠,22267777,"28,358","7,083","35,441",桃園市,染整業,338台灣桃園市蘆竹區榮安路9號,25.0610915,121.2832991
106,H4600579,大同染整股份有限公司桃園廠,7014916,"33,227","9,408","42,635",桃園市,染整業,338台灣桃園市蘆竹區新南路一段338-1號,25.0412055,121.2960452
106,H4601227,義芳化學工業股份有限公司桃園廠,15395706,"370,659","65,557","436,216",桃園市,化學原材料製造業,338台灣桃園市蘆竹區海湖里海湖東路375號,25.1065564,121.2713767
106,H4601290,台硝股份有限公司桃園廠,38033305,"39,966","18,246","58,212",桃園市,未分類其他化學製品製造業,338台灣桃園市蘆竹區大坑街25號,25.1078696,121.2754835
106,H4601398,南亞塑膠工業股份有限公司錦興廠,75370905,"827,366","3,636","831,002",桃園市,其他非金屬礦物製品製造業,33859台灣桃园市芦竹区南崁路一段336號A棟宿舍一樓,25.0565392,121.283691
106,H4602313,環泰企業股份有限公司南崁廠,12529007,"26,418","5,168","31,586",桃園市,其他食品製造業,338台灣桃園市蘆竹區南青路1156巷75號,25.0557351,121.2718702
106,H4604488,環球水泥股份有限公司海湖石膏板廠,7568009,"23,984","6,310","30,294",桃園市,其他非金屬礦物製品製造業,338台灣桃園市蘆竹區海山中街18號,25.1069651,121.2611543
106,H4604568,長生電力股份有限公司,96933037,"1,705,940","4,113","1,710,053",桃園市,電力供應業,338台灣桃園市蘆竹區濱海路一段199號,25.116249,121.257084
106,H46B0495,世界先進積體電路股份有限公司晶圓三廠,84149358,"71,575","179,598","251,173",桃園市,半導體製造業,338台灣桃園市蘆竹區南崁路一段338號,25.0553661,121.2826331
106,H4700645,正隆股份有限公司大園廠,33085508,"215,343","140,586","355,929",桃園市,紙漿、紙及紙板製造業,337台灣桃園市大園區大工路116號,25.0700511,121.1789244
106,H4702336,大園汽電共生股份有限公司,84526079,"456,966","12,203","469,169",桃園市,電力供應業,337台灣桃園市大園區潮音北路276號,25.0793269,121.1759049
106,H4800239,俊行記實業股份有限公司,84994452,"18,975","2,884","21,859",桃園市,耐火、黏土建材及其他陶瓷製品製造業,116台灣臺北市文山區樟新街66號,24.9772077,121.5557222
106,H4801478,南亞塑膠工業股份有限公司工三廠,75370905,"169,261","298,634","467,895",桃園市,紡紗業,333台灣桃園市龜山區文明路6號,25.0620289,121.3734827
106,H4803507,台灣中油股份有限公司煉製事業部桃園煉油廠,3707901,"1,478,770","215,879","1,694,649",桃園市,石油及煤製品製造業,333台灣桃園市龜山區民生北路一段50號,25.033276,121.3059734
106,H4806348,穩懋半導體股份有限公司華亞廠,70752257,"13,347","23,003","36,350",桃園市,半導體製造業,333台灣桃園市龜山區科技七路69號,25.0433928,121.3754587
106,H4810799,國光電力股份有限公司,70833553,"769,361","3,131","772,492",桃園市,電力供應業,333台灣桃園市龜山區南上里北油1區11號,25.0404917,121.3440136
106,H4810851,華亞汽電股份有限公司華亞汽電廠,70783006,"2,225,393","41,498","2,266,891",桃園市,電力供應業,333台灣桃園市龜山區華亞一路98號,25.0344928,121.373079
106,H4886999,穩懋半導體股份有限公司華亞二廠,70752257,"31,515","51,541","83,056",桃園市,半導體製造業,333台灣桃園市龜山區科技七路69號,25.0433928,121.3754587
106,H4888493,友達光電股份有限公司,84149738,"17,168","281,073","298,241",桃園市,光電材料及元件製造業,333台灣桃園市龜山區華亞二路189號,25.0469273,121.3731365
106,H4888582,台灣美光晶圓科技股份有限公司二廠,80353271,"55,321","546,437","601,758",桃園市,半導體製造業,"No. 2號, 里華亞五路, 龜山區桃園市台灣 333",25.0358706,121.3748919
106,H4889454,台灣美光晶圓科技股份有限公司一廠,80353271,"97,893","494,306","592,199",桃園市,半導體製造業,333台灣桃園市龜山區復興三路667號,25.0384005,121.3738286
106,H48B0554,穩懋半導體股份有限公司龜山廠,70752257,"9,654","23,058","32,712",桃園市,半導體製造業,333台灣桃園市龜山區山鶯路200-5號,24.9867749,121.3261721
106,H4903093,中華凸版電子股份有限公司,16083358,"3,970","21,656","25,626",桃園市,半導體製造業,334台灣桃園市八德區和平路1127-3號,24.9643888,121.322514
106,H49A2429,凌巨科技有限公司八德廠,16432742,"238,907","99,712","338,619",桃園市,光電材料及元件製造業,334台灣桃園市八德區和平路1127號,24.9668906,121.3208406
106,H5002362,友達光電股份有限公司桃園分公司,84149738,"34,118","268,646","302,764",桃園市,光電材料及元件製造業,333台灣桃園市龜山區華亞二路189號,25.0469273,121.3731365
106,H5008211,友達光電股份有限公司龍科廠,84149738,"32,574","369,597","402,171",桃園市,光電材料及元件製造業,325台灣桃園市龍潭區龍科街228號,24.8775881,121.1859654
106,H5009450,中華映管股份有限公司龍潭廠,11085292,"282,170","332,368","614,538",桃園市,光電材料及元件製造業,325台灣桃園市龍潭區華映路1號,24.8567999,121.1898512
106,H50A1985,合晶科技股份有限公司園區分公司,16138282,"3,362","31,240","34,602",桃園市,半導體製造業,325台灣桃園市龍潭區龍園一路100號,24.8849954,121.1873237
106,H50A6430,台灣積體電路製造股份有限公司先進封測三廠,22099131,"4,844","199,879","204,723",桃園市,半導體製造業,325台灣桃園市龍潭區龍園六路101號,24.8836369,121.1855573
106,H50A6777,美商蘋果電子股份有限公司台灣分公司,54393468,"2,470","19,636","22,106",桃園市,光電材料及元件製造業,325台灣桃園市龍潭區龍園十路55號,24.8874319,121.1857539
106,H5100952,新光合成纖維股份有限公司中壢廠,7435515,"125,602","189,746","315,348",桃園市,紡紗業,324台灣桃園市平鎮區延平路三段223號,24.9378588,121.2023161
106,H5103604,全新光電科技股份有限公司平鎮廠,97170472,823,"10,208","11,031",桃園市,光電材料及元件製造業,324台灣桃園市平鎮區工業一路16號,24.9056519,121.203415
106,H5200215,永豐餘工業用紙股份有限公司新屋廠,27719048,"414,445","102,294","516,739",桃園市,其他紙製品製造業,327台灣桃園市新屋區永福路281號,24.9810267,121.0400091
106,H5200617,聯成鋼鐵股份有限公司桃園廠,22822748,"32,740","72,575","105,315",桃園市,鋼鐵製造業,327台灣桃園市新屋區中華路996號,24.9887508,121.1034125
106,H5300078,亞東石化股份有限公司,22318678,"167,536","108,269","275,805",桃園市,化學原材料製造業,328台灣桃園市觀音區工業七路2號,25.0477421,121.1107732
106,H5300210,遠東新世紀股份有限公司觀音化纖廠,3522600,"139,435","91,174","230,609",桃園市,人造纖維製造業,328台灣桃園市觀音區經建六路3號,25.062973,121.116956
106,H5300363,銓盟企業股份有限公司,23313356,"20,725","4,602","25,327",桃園市,染整業,328台灣桃園市觀音區新富路1560號,24.9850764,121.1349377
106,H5300425,錦美紙業股份有限公司觀音廠,34175598,"28,070","19,024","47,094",桃園市,紙漿、紙及紙板製造業,328台灣觀音區榮工北路10號,25.0588495,121.1289161
106,H5300916,台灣玻璃工業股份有限公司桃園廠,11914002,"69,858","67,351","137,209",桃園市,玻璃及其製品製造業,328台灣桃園市觀音區經建五路1號,25.0604724,121.1143722
106,H5301548,富順纖維工業股份有限公司觀音廠,7407200,"29,928","7,964","37,892",桃園市,染整業,337053台灣桃園市大園區大工路126號,25.0739522,121.1767528
106,H5302063,日皓造紙工業股份有限公司,24001900,"41,378","23,055","64,433",桃園市,紙漿、紙及紙板製造業,328台灣桃園市觀音區國建三路5號,25.0591006,121.1076492
106,H5307960,台灣電力股份有限公司大潭發電廠,3795904,"10,831,733","1,801","10,833,534",桃園市,電力供應業,328台灣桃園市觀音區電廠路1號,25.0309103,121.051866
106,H53A0675,東和鋼鐵企業股份有限公司桃園廠,75280209,"44,548","283,506","328,054",桃園市,鋼鐵製造業,328台灣桃園市觀音區保障里8鄰草漯116號,25.0694825,121.1394918
106,H53A2255,利芃國際股份有限公司觀音,53121117,"47,542","21,362","68,904",桃園市,未分類其他化學製品製造業,找不到結果,,
106,H53A2562,華亞汽電股份有限公司觀音公用廠,70783006,"227,261","2,495","229,756",桃園市,電力供應業,328台灣桃園市觀音區工業七路3號,25.04899,121.108374
106,H53A6653,台灣科慕股份有限公司觀音廠,24548079,"148,123","182,404","330,527",桃園市,化學原材料製造業,328台灣桃園市觀音區成功路二段566號,25.0450803,121.1063443
106,J5500366,正隆股份有限公司竹北廠,33085508,"64,337","63,892","128,229",新竹縣,其他紙製品製造業,302台灣新竹縣竹北市長青路二段300號,24.8599588,120.9632033
106,J5500526,東華合纖股份有限公司l新竹廠,11083148,"96,824","4,601","101,425",新竹縣,人造纖維製造業,302台灣新竹縣竹北市中華路1005號,24.8499562,121.0043688
106,J5601064,新桃電力股份有限公司,16596337,"883,300","5,389","888,689",新竹縣,電力供應業,306台灣新竹縣關西鎮台電新村66號,24.8153621,121.197594
106,J5700222,遠東新世紀股份有限公司化學纖維總廠,3522600,"202,956","229,840","432,796",新竹縣,人造纖維製造業,305台灣新竹縣新埔鎮文山路亞東段369號,24.8252143,121.0577843
106,J5700231,大享容器工業股份有限公司,46007218,"80,982","20,922","101,904",新竹縣,玻璃及其製品製造業,305台灣新竹縣新埔鎮文山路犂頭山段1118號,24.8344204,121.0271184
106,J5800941,財團法人工業技術研究院,2750963,138,"5,325","5,463",新竹縣,綜合研究發展服務業,30011台灣新竹市東區光復路二段321號,24.8003599,120.9879606
106,J5901658,長春人造樹脂廠股份有限公司新竹廠,11384708,"395,392","1,360","396,752",新竹縣,塑膠及合成橡膠原料製造業,303台灣新竹縣湖口鄉中華路8號,24.8672478,121.0068787
106,J5905432,艾克爾先進科技股份有限公司,16847968,"1,263","12,357","13,620",新竹縣,半導體製造業,303台灣新竹縣湖口鄉光復北路39號,24.8742817,121.0307593
106,J5909823,帆宣系統科技股份有限公司,23145632,237,895,"1,132",新竹縣,其他專用機械設備製造業,305台灣新竹縣新埔鎮文山路犂頭山段186號,24.8303917,121.0405646
106,J59A1577,辛耘企業股份有限公司,30901647,392,"10,304","10,696",新竹縣,其他專用機械設備製造業,303台灣新竹縣湖口鄉中華路16號,24.869372,121.008232
106,J59A5361,恆顥科技股份有限公司湖口廠,53116310,317,"13,819","14,136",新竹縣,光電材料及元件製造業,303台灣新竹縣湖口鄉文化路2-1號,24.8617576,121.0092623
106,J6000230,亞洲水泥股份有限公司新竹製造廠,3244509,80,"8,751","8,831",新竹縣,水泥及其製品製造業,312台灣新竹縣橫山鄉中豐路二段109號,24.722291,121.137123
106,J6203071,台星科股份有限公司,70552666,"3,913","26,857","30,770",新竹縣,其他電子零組件製造業,307台灣新竹縣芎林鄉鹿寮坑176之5號,24.7439205,121.1362063
106,J6300146,漢磊科技股份有限公司創新廠,47299902,"4,338","8,209","12,547",新竹縣,半導體製造業,30076台灣新竹市東區科學園區新竹縣寶山鄉創新一路18號1樓,24.777619,120.996058
106,J6300155,台灣高技股份有限公司,22099343,727,"3,167","3,894",新竹縣,其他電子零組件製造業,330台灣桃園市桃園區興邦路43巷3號,24.9801394,121.3279995
106,J6300299,漢磊科技股份有限公司研發廠,47299902,"18,150","25,028","43,178",新竹縣,半導體製造業,30076台灣新竹市東區科學園區新竹縣寶山鄉創新一路18號1樓,24.777619,120.996058
106,J6300324,台灣積體電路製造股份有限公司三廠3E廠,22099131,"17,615","70,233","87,848",新竹縣,半導體製造業,308台灣新竹縣寶山鄉研新一路9號,24.7752198,120.9902335
106,J6300557,台灣積體電路製造股份有限公司二廠,22099131,"65,787","75,383","141,170",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區三路121號,24.7729556,120.9988381
106,J6300959,世界先進積體電路股份有限公司晶圓一廠,84149358,"138,627","121,169","259,796",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區三路123號,24.7755954,120.9962272
106,J6301107,台灣積體電路製造股份有限公司三廠,22099131,"167,895","186,256","354,151",新竹縣,半導體製造業,308台灣新竹縣寶山鄉研新一路9號,24.7752198,120.9902335
106,J6301447,台灣積體電路製造股份有限公司五廠,22099131,"65,061","101,621","166,682",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區三路121號,24.7742653,120.9981518
106,J63A0048,聯華電子股份有限公司Fab8S廠,47217677,"28,609","73,278","101,887",新竹縣,半導體製造業,300台灣新竹縣寶山鄉研新一路16號,24.7749701,120.9938198
106,J63A0107,台灣積體電路製造股份有限公司十二廠研新廠,22099131,"97,675","143,060","240,735",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區二路188號,24.7682233,121.0145867
106,J63A1056,台灣積體電路製造股份有限公司十二廠四期/五期,22099131,"33,607","326,079","359,686",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區二路168號,24.7702397,121.0123147
106,J63A1591,台灣積體電路製造股份有限公司十二廠六期,22099131,"18,724","214,814","233,538",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區二路166號,24.7713146,121.0111965
106,J63A1670,台灣積體電路製造股份有限公司十二廠七期,22099131,"63,399","388,589","451,988",新竹縣,半導體製造業,308台灣新竹縣寶山鄉園區二路188號,24.7682233,121.0145867
106,J63A1719,聯穎光電股份有限公司竹科廠,53170263,"18,699","40,859","59,558",新竹縣,半導體製造業,308台灣新竹縣寶山鄉創新一路10號,24.7764668,120.9976736
106,K6801089,長春石油化學股份有限公司苗栗廠,11384806,"1,173,300","56,962","1,230,262",苗栗縣,未分類其他化學製品製造業,360台灣苗栗縣苗栗市宜春路245號,24.5932743,120.8104072
106,K6801123,長春石油化學股份有限公司苗栗二廠,11384806,"124,506","962,266","1,086,772",苗栗縣,化學原材料製造業,360台灣苗栗縣苗栗市宜春路245號,24.5932743,120.8104072
106,K7000504,臺鹽實業股份有限公司通霄精鹽廠,89397503,"24,222","1,079","25,301",苗栗縣,其他食品製造業,357台灣苗栗縣通霄鎮122號,24.55595,120.7035792
106,K7000513,建順煉鋼股份有限公司,55695790,"46,257","119,741","165,998",苗栗縣,鋼鐵製造業,357台灣苗栗縣通霄鎮五北里68之4號,24.4722161,120.6696128
106,K7000764,台灣電力股份有限公司通霄發電廠,3795904,"5,451,632","2,860","5,454,492",苗栗縣,電力供應業,357台灣苗栗縣通霄鎮海濱路1-31號,24.489653,120.673746
106,K7104025,群創光電股份有限公司T1廠,12800225,"7,981","143,579","151,560",苗栗縣,光電材料及元件製造業,350台灣苗栗縣竹南鎮科中路12號,24.7095333,120.9162947
106,K71A1370,群創光電股份有限公司T2廠,12800225,"20,297","234,352","254,649",苗栗縣,光電材料及元件製造業,350台灣苗栗縣竹南鎮科學路160號,24.7144072,120.9146606
106,K71A2695,群創光電股份有限公司T3廠,12800225,"35,121","120,652","155,773",苗栗縣,光電材料及元件製造業,350台灣苗栗縣竹南鎮科中路12號,24.7095333,120.9162947
106,K7201001,中國石油化學工業開發股份有限公司頭份廠,3084741,"1,128,873","2,207","1,131,080",苗栗縣,化學原材料製造業,351台灣苗栗縣頭份市自強路二段217號,24.6822518,120.8923886
106,k8000366,立安東化工股份有限公司三義廠,20939460,"81,228","19,541","100,769",苗栗縣,化學原材料製造業,367台灣苗栗縣三義鄉99號,24.3507679,120.7410567
106,K8100129,東和鋼鐵企業股份有限公司苗栗廠,75280209,"110,513","238,289","348,802",苗栗縣,鋼鐵製造業,36842台灣苗栗縣西湖鄉22號,24.5692351,120.7394317
106,K8201149,冠軍建材股份有限公司第二廠,49701774,"49,267","24,430","73,697",苗栗縣,耐火、黏土建材及其他陶瓷製品製造業,361台灣苗栗縣造橋鄉乳姑山2號,24.6250076,120.8527989
106,L0000624,永豐餘工業用紙股份有限公司成功廠,27719048,"16,623","8,500","25,123",臺中市,紙漿、紙及紙板製造業,414台灣臺中市烏日區中山路三段546號,24.1142801,120.5924996
106,L0200473,台灣電力股份有限公司台中發電廠,3795904,"38,216,743","14,450","38,231,193",臺中市,電力供應業,434台灣臺中市龍井區龍昌路1號,24.2145358,120.4921722
106,L0200633,中龍鋼鐵股份有限公司,84613756,"9,604,727","236,019","9,840,746",臺中市,鋼鐵製造業,434台灣臺中市龍井區龍昌路100號,24.2293309,120.501457
106,L8801052,廣源造紙股份有限公司台中廠,50301500,"111,541","52,801","164,342",臺中市,紙漿、紙及紙板製造業,437台灣臺中市大甲區工一路1號,24.4116758,120.6442857
106,L8900676,永豐餘消費品實業股份有限公司清水廠,22327037,"46,242","31,358","77,600",臺中市,其他紙製品製造業,436台灣臺中市清水區舊庄路258號,24.2974958,120.6327659
106,L9000666,味丹企業股份有限公司沙鹿第一工廠,56121907,"134,705","37,123","171,828",臺中市,其他食品製造業,433台灣臺中市沙鹿區興安路65號,24.228647,120.549604
106,L9100198,台灣玻璃工業股份有限公司台中廠,11914002,"92,997","19,015","112,012",臺中市,玻璃及其製品製造業,435台灣臺中市梧棲區自強路377號,24.2372238,120.5217875
106,L9101748,中美和石油化學股份有限公司台中廠,14040691,"170,124","33,953","204,077",臺中市,化學原材料製造業,435台灣臺中市梧棲區草湳里南堤路2段89號,24.2613362,120.4966377
106,L9200693,正隆股份有限公司后里分公司,33085508,"821,815","26,756","848,571",臺中市,紙漿、紙及紙板製造業,421台灣臺中市后里區三豐路三段2號,24.2845555,120.723059
106,L9200728,豐興鋼鐵股份有限公司,55389357,"273,458","517,298","790,756",臺中市,鋼鐵製造業,421台灣臺中市后里區甲后路一段998號,24.3108348,120.710959
106,L9202099,台灣美光記憶體股份有限公司,28518076,"101,719","414,254","515,973",臺中市,半導體製造業,421台灣臺中市后里區三豐路四段369號,24.3185835,120.7247905
106,L92A0931,友達光電股份有限公司后里廠,84149738,"39,523","281,813","321,336",臺中市,光電材料及元件製造業,421台灣臺中市后里區馬場路1號,24.2954401,120.7268487
106,L9506056,華邦中科廠,22099218,"62,318","250,859","313,177",臺中市,半導體製造業,428台灣臺中市大雅區科雅一路8號,24.211258,120.6187403
106,L95A2041,台灣積體電路製造股份有限公司15廠,22099131,"201,585","870,288","1,071,873",臺中市,半導體製造業,428台灣臺中市大雅區科雅六路1號,24.2117205,120.6166094
106,N0803765,台灣玻璃工業股份有限公司鹿港廠,11914002,"56,028","97,760","153,788",彰化縣,玻璃及其製品製造業,505台灣彰化縣鹿港鎮鹿工路52號,24.0772777,120.388258
106,N08A1098,台灣玻璃工業股份有限公司鹿港平板廠,11914002,"125,709","18,236","143,945",彰化縣,玻璃及其製品製造業,505台灣彰化縣鹿港鎮鹿工路52號,24.0772777,120.388258
106,N1400562,榮成紙業股份有限公司,34202841,"241,094","5,623","246,717",彰化縣,紙漿、紙及紙板製造業,526台灣彰化縣二林鎮廣興巷1-1號,23.8653186,120.3620492
106,N1504207,星能電力股份有限公司,70783765,"803,918","4,329","808,247",彰化縣,電力供應業,507台灣彰化縣線西鄉線工南二路2號,24.126898,120.4307108
106,N1505633,星元電力股份有限公司(星元天然氣發電廠),27945086,"980,676","3,646","984,322",彰化縣,電力供應業,507台灣彰化縣線西鄉慶安南二路2號,24.1281484,120.4209471
106,N1601229,慶欣欣鋼鐵股份有限公司,80354671,"146,484","254,922","401,406",彰化縣,鋼鐵製造業,509台灣彰化縣伸港鄉工西二路2號,24.1686451,120.5061652
106,N1607141,台灣鋼聯股份有限公司,89528054,"98,410","10,910","109,320",彰化縣,化學原材料製造業,50953台灣彰化縣伸港鄉線工北一路36號,24.1545395,120.4511077
106,N2100552,正新橡膠工業股份有限公司,59504506,"35,167","48,233","83,400",彰化縣,橡膠製品製造業,515台灣彰化縣大村鄉美港路215號,23.9828825,120.5749074
106,N2902234,力麗企業股份有限公司彰化化纖總廠,7663290,"146,214","70,171","216,385",彰化縣,人造纖維製造業,528台灣彰化縣芳苑鄉工業路38號,23.923622,120.3551431
106,N2904318,力鵬企業股份有限公司彰化尼龍總廠,33955322,"34,796","164,886","199,682",彰化縣,人造纖維製造業,528台灣彰化縣芳苑鄉工業路33號,23.9210974,120.3538421
106,O1700798,元隆電子股份有限公司,22099174,"50,608","20,961","71,569",新竹市,半導體製造業,300台灣新竹市東區研發二路14號,24.778291,121.0023453
106,O1701115,漢磊科技股份有限公司研新廠(元件二廠),47299902,"9,753","9,407","19,160",新竹市,半導體製造業,30076台灣新竹市東區科學園區新竹縣寶山鄉創新一路18號1樓,24.777619,120.996058
106,O1703315,華夏玻璃股份有限公司,47109348,"104,947","33,569","138,516",新竹市,玻璃及其製品製造業,300台灣新竹市香山區埔前路49號,24.7957197,120.9383569
106,O1703351,台灣玻璃工業股份有限公司新竹廠,11914002,"115,849","54,785","170,634",新竹市,玻璃及其製品製造業,300台灣新竹市香山區中華路四段470號,24.7911338,120.9373214
106,O1704787,旺宏電子股份有限公司晶圓一廠,22099548,"50,322","37,040","87,362",新竹市,半導體製造業,300台灣新竹市東區力行路19號,24.7654899,121.0240148
106,O1704812,台灣茂矽電子股份有限公司,22099110,"130,564","54,956","185,520",新竹市,半導體製造業,300台灣新竹市東區研新一路1號,24.7765338,120.9883338
106,O1706049,元太科技工業股份有限公司,22099890,78,"21,254","21,332",新竹市,光電材料及元件製造業,300台灣新竹市東區力行一路3號元太科技新竹廠A棟,24.770449,121.0186284
106,O1706209,聯華電子股份有限公司Fab8A廠,47217677,"116,057","126,452","242,509",新竹市,半導體製造業,300台灣新竹縣寶山鄉研新一路16號,24.7749701,120.9938198
106,O1706307,旺宏電子股份有限公司晶圓二廠,22099548,"58,776","100,791","159,567",新竹市,半導體製造業,300台灣新竹市東區力行路19號,24.7654899,121.0240148
106,O1706692,聯華電子股份有限公司Fab8E廠,47217677,"48,689","86,694","135,383",新竹市,半導體製造業,300台灣新竹縣寶山鄉研新一路16號,24.7749701,120.9938198
106,O1707395,友達光電股份有限公司L5廠,84149738,"18,186","48,173","66,359",新竹市,光電材料及元件製造業,300台灣新竹市東區力行路23號,24.7606283,121.0208895
106,O1708632,聯華電子股份有限公司Fab8F廠,47217677,"41,762","89,010","130,772",新竹市,半導體製造業,300台灣新竹市東區力行二路3號,24.7708157,121.0192901
106,O1709148,聯華電子股份有限公司Fab8D廠,47217677,"118,858","178,323","297,181",新竹市,半導體製造業,300台灣新竹市東區力行二路3號,24.7708157,121.0192901
106,O1709193,友達光電總部/友達光電股份有限公司L3B廠,84149738,"2,671","21,795","24,466",新竹市,光電材料及元件製造業,300台灣新竹市東區力行路23號,24.7606283,121.0208895
106,O1709308,台灣積體電路製造股份有限公司十二廠,22099131,"114,215","297,547","411,762",新竹市,半導體製造業,308台灣新竹縣寶山鄉園區二路168號,24.7702397,121.0123147
106,O1713311,台灣積體電路製造股份有限公司八廠,22099131,"126,582","190,400","316,982",新竹市,半導體製造業,300台灣新竹市東區力行路25號,24.7624399,121.01981
106,o1745831,敦南科技股份有限公司新竹分公司廠,12800750,"52,278","23,537","75,815",新竹市,半導體製造業,300台灣新竹市東區竹村三路24號,24.7778901,121.0089957
106,O1747764,力晶科技股份有限公司P3,84149385,"15,693","135,398","151,091",新竹市,半導體製造業,300台灣新竹市東區力行路16-1號,24.7669451,121.0243215
106,O1748707,力晶科技股份有限公司P1/2,84149385,"45,714","327,238","372,952",新竹市,半導體製造業,300台灣新竹市東區力行一路12號,24.7698161,121.01764
106,O1751197,世界先進積體電路股份有限公司晶圓二廠,84149358,"62,940","143,837","206,777",新竹市,半導體製造業,300台灣新竹市東區力行路9號,24.7714636,121.0281827
106,O1753306,力晶積成電子製造股份有限公司8A,28112667,"27,690","99,510","127,200",新竹市,半導體製造業,300台灣新竹市東區力行一路18號4樓,24.7681886,121.0170081
106,O17A0968,新唐科技股份有限公司,28112646,"39,127","41,596","80,723",新竹市,半導體製造業,300台灣新竹市東區研新三路4號三樓,24.7792616,120.9906641
106,O17A6887,旺宏電子股份有限公司晶圓五廠,22099548,"70,232","115,321","185,553",新竹市,半導體製造業,300台灣新竹市東區力行路19號,24.7654899,121.0240148
